sku_id,trend,yearly,weekly,yhat,yhat_lower,yhat_upper
206942,13.077317566229592,-0.7874428359518811,0.1208607749999038,12.410735505277614,11.196132099729157,13.705356768639176
231023,16.016119930027372,-0.16624199875077372,-0.003435530000049076,15.84644240127655,14.54370174477204,17.29240613119348
231028,23.31808847112896,-1.312922870188065,0.05826225899988915,22.063427859940784,20.194794610288607,23.9427079085089
231035,16.57570688123974,-0.4408122110569926,-0.11417040000005733,16.02072427018269,12.502684081668837,19.36139433990016
231478,36.1808283438553,1.0068744453091418,-0.5752224720007398,36.61248031716371,32.55626122710306,40.773063551295735
290461,25.501470309433103,-1.434448429720203,0.06540305070005314,24.132424930412952,21.56810033468095,26.47474218609579
293418,64.48313092915696,0.27537003557336087,0.07749625000009029,64.83599721473041,62.84803974208238,66.9744157651214
362424,64.31796416128097,0.3478207005981951,-0.1463682999997854,64.51941656187938,62.4559388239486,66.56193831324785
411164,16.57052026606524,-0.28935017208244496,-0.16710316500011865,16.114066928982677,10.161538987567832,22.61354143309588
411166,17.502097327801106,-0.11414101939292585,0.032496196999742086,17.420452505407923,16.0851002217155,18.823223967054105
528619,113.56237561605401,1.4730086585975022,0.14303274500077195,115.17841701965229,111.18432805421186,119.27781179402108
528625,113.93695793378232,1.3889666346631426,0.022634208000186496,115.34855877644566,111.30542497086265,119.56251486852645
845278,6.4518164285763895,-0.11933277867350053,-0.010053859200021121,6.322429790702868,5.825225807311543,6.798123668558102
845321,16.060275568710495,-1.08243515146336,0.13755990464992962,15.115400321897065,13.574284008979294,16.593123371231897
845323,16.125186140298155,-0.3157901449453061,0.08151184200002917,15.890907837352877,14.025474108167982,17.687439280802796
879386,13.463988624027674,-1.3149364168638231,0.03099377183981401,12.180045979003665,9.575069870823164,14.8037694328138
879388,10.647051429331576,0.41524716510747817,0.11596309343970278,11.178261687878758,8.326579838187909,13.760765026253855
909717,12.713920734504825,0.12530107569630594,-0.023599228859867698,12.815622581341263,11.970447401421666,13.684210149899723
909718,12.638680411089041,0.11106233310618888,0.03485535999998096,12.784598104195211,11.890410865679158,13.691214032377182
1032832,11.247947623217167,0.0694532455339798,-0.03276331799994385,11.284637550751203,10.300508774662898,12.287162010501328
1032833,29.28450211557648,-0.3449301244223381,-0.3343605735002748,28.605211417653866,25.526040743980097,31.880782102376624
1032834,35.336187670888634,2.5299830917323662,-0.5634465080006168,37.30272425462039,33.0439689814178,41.59270730365503
1032854,21.480887894073238,-0.7231531428212536,-0.10283088600029272,20.65490386525169,19.133440132992224,22.210441976705855
1038234,22.934463258973665,-0.19333071088723983,0.13907515569963178,22.880207703786056,20.611447019734083,25.146046951693354
1039780,19.793056128968338,-3.0631466757317227,1.6185087000006055,18.34841815323722,-2.9674012016326077,39.814073923750236
1039867,74.9418143011938,1.25705520312437,-0.04195864750022285,76.15691085681794,72.7133394623685,79.6128492297524
1039868,75.21060349829754,1.1494126511972638,0.13826633249974085,76.49828248199455,74.27127491386585,78.6048208634254
1071847,13.363982281150502,-1.0185175666797244,0.023134605000075196,12.368599319470853,10.871469841869816,13.707759956805715
1184675,49.03579766571912,-0.41563253128647104,-1.244156276000332,47.37600885843232,39.637158949890605,54.945901708180216
1184678,43.64955593099945,-0.353497638611075,-0.22077516000128836,43.075283132387085,36.66756582092465,49.54096410776814
1184681,46.91259466129593,-1.512173846201586,-0.8406242240018971,44.55979659109244,36.93971465993331,52.051659994004304
1280273,10.302501543178408,0.055768348405725296,0.020466956999982522,10.378736848584117,9.202384376317147,11.57808883625516
1529386,9.678029970768034,-0.24179222502691575,0.02590209059993559,9.462139836341054,8.646893521735855,10.218791943899115
1540110,11.82149320533025,-0.11063106463669552,0.0012174170999786535,11.712079557793533,11.024163959379814,12.31317308159169
1540172,9.776938557757497,-0.16074298783451296,0.03215277269989382,9.648348342622878,8.782350281045595,10.495533129771289
1742027,81.97471768864403,1.7997763082251885,0.1901479999997108,83.96464199686893,80.54813798999677,87.68793304937256
2461038,29.07266886576883,-2.3935672985321874,-1.4872398100007276,25.191861757235912,20.369036411316998,30.347110972186123
2461301,30.973362128562094,0.9223194885468696,-0.8746479590002447,31.02103365810872,26.198466508010693,36.08989421647071
2646498,139.0424903287702,3.970296729828984,0.14120790899875804,143.15399496759795,136.31946442699066,150.06633257040266
2795972,105.17217624137014,1.2364443683046058,0.6442226249993186,107.05284323467406,100.05646660739067,113.7374315536696
3334330,23.94475909733354,0.3655202340698468,-0.03400988130007293,24.276269450103314,22.72373257034294,25.898111543474535
3674837,32.48579217257344,2.1318771985034117,-1.046304185000237,33.57136518607661,28.828152108490254,38.469062187471344
3674839,46.01510474069093,-1.6416295777247607,-0.12358151960039374,44.24989364336577,37.635934603215745,51.73515024597562
