sku_id,dt,page_price,discount_price,is_promotion
100017084069,2024-08-17,29.9,29.9,0
100023527729,2024-08-17,43.9,43.9,0
1038234,2024-08-18,23.9,23.9,0
1280273,2024-08-18,9.9,9.9,0
3674839,2024-08-18,39.9,39.9,0
5915642,2024-08-18,34.9,34.9,0
66148160288,2024-08-18,77.88,77.88,0
100009388168,2024-08-18,52.0,52.0,0
100015189638,2024-08-18,59.9,59.9,0
100020638562,2024-08-18,79.9,79.9,0
4486478,2024-08-14,16.56,16.56,0
8209936,2024-08-14,36.9,36.9,0
34294684846,2024-08-06,69.9,69.9,0
100007310036,2024-08-06,79.9,79.9,0
66148160288,2024-08-14,77.88,77.88,0
100006043908,2024-08-14,124.8,124.8,0
100024851705,2024-08-14,44.9,44.9,0
879388,2024-08-19,11.0,11.0,0
3895219,2024-08-19,80.9,80.9,0
8209934,2024-08-19,89.9,89.9,0
100045910485,2024-08-19,49.9,49.9,0
879388,2024-08-15,11.0,11.0,0
2795972,2024-08-15,104.9,104.9,0
5840837,2024-08-15,34.9,34.9,0
8209916,2024-08-15,44.6,44.6,0
8307755,2024-08-15,67.3,67.3,0
100012797340,2024-08-15,74.9,74.9,0
909717,2024-08-07,12.9,12.9,0
1032832,2024-08-07,11.9,11.9,0
8209934,2024-08-07,89.9,89.9,0
100024851705,2024-08-07,44.9,44.9,0
100033194540,2024-08-07,37.3,37.3,0
100045910485,2024-08-07,49.9,49.9,0
845321,2024-08-08,16.9,16.9,0
1280273,2024-08-08,9.9,9.9,0
3895219,2024-08-08,80.9,80.9,0
100008959723,2024-08-08,59.8,59.8,0
100039034588,2024-08-08,79.9,79.9,0
100041192960,2024-08-08,29.9,29.9,0
879386,2024-08-16,15.5,15.5,0
1184678,2024-08-16,44.9,44.9,0
4131809,2024-08-16,11.9,11.9,0
8545329,2024-08-16,10.9,10.9,0
100008959723,2024-08-16,84.9,84.9,0
100011433086,2024-08-16,119.0,119.0,0
100012808554,2024-08-16,80.0,80.0,0
100023527711,2024-08-16,59.7,59.7,0
100025429436,2024-08-16,199.9,199.9,0
100033331842,2024-08-16,24.9,24.9,0
100041650013,2024-08-16,80.9,80.9,0
10061685991750,2024-08-16,47.88,47.88,0
879388,2024-08-17,11.0,11.0,0
1032832,2024-08-17,11.9,11.9,0
1032834,2024-08-17,28.4,28.4,0
100003034205,2024-08-17,99.9,99.9,0
100008959723,2024-08-17,84.9,84.9,0
100033194536,2024-08-17,37.3,37.3,0
290461,2024-08-20,22.9,22.9,0
1032834,2024-08-20,28.4,28.4,0
1039780,2024-08-20,16.9,16.9,0
1540110,2024-08-20,11.9,11.9,0
5950572,2024-08-20,33.9,33.9,0
8209916,2024-08-20,44.6,44.6,0
100014962868,2024-08-20,9.9,9.9,0
879388,2024-08-09,11.0,11.0,0
2461301,2024-08-09,26.9,26.9,0
3907301,2024-08-09,63.25,63.25,0
4713934,2024-08-09,82.9,82.9,0
6380569,2024-08-09,65.0,65.0,0
100010234342,2024-08-09,29.9,29.9,0
100014256784,2024-08-09,54.9,54.9,0
100025429436,2024-08-09,199.9,199.9,0
100033331822,2024-08-09,28.9,28.9,0
100010234342,2024-08-18,29.9,29.9,0
100014256784,2024-08-18,53.9,53.9,0
10066546386346,2024-08-09,118.8,118.8,0
845323,2024-08-21,15.1,15.1,0
1280273,2024-08-21,9.9,9.9,0
4486478,2024-08-21,16.9,16.9,0
8209934,2024-08-21,89.9,89.9,0
100000671427,2024-08-21,99.9,99.9,0
100002727342,2024-08-21,44.9,44.9,0
100010577141,2024-08-21,112.3,112.3,0
100035494430,2024-08-21,74.9,74.9,0
1032854,2024-08-10,21.9,21.9,0
6380569,2024-08-10,65.0,65.0,0
100012242858,2024-08-10,59.9,59.9,0
100015344592,2024-08-10,99.9,99.9,0
879386,2024-08-19,15.5,15.5,0
1184678,2024-08-19,39.0,39.0,0
3919595,2024-08-19,89.9,89.9,0
100005873819,2024-08-19,82.0,82.0,0
100037338174,2024-08-19,59.9,59.9,0
2461038,2024-08-22,26.9,26.9,0
100007310036,2024-08-22,124.8,124.8,0
100014962868,2024-08-22,9.9,9.9,0
100030771720,2024-08-22,67.9,67.9,0
100033331822,2024-08-22,30.9,30.9,0
1529386,2024-08-23,10.0,10.0,0
8307755,2024-08-23,67.3,67.3,0
100009897581,2024-08-23,21.9,21.9,0
100045910485,2024-08-23,49.9,49.9,0
411166,2024-08-11,14.9,14.9,0
1184675,2024-08-11,41.0,41.0,0
6930866,2024-08-11,99.8,99.8,0
100045910485,2024-08-11,49.9,49.9,0
845323,2024-08-12,15.1,15.1,0
1039867,2024-08-24,75.9,75.9,0
1529386,2024-08-24,10.0,10.0,0
4713934,2024-08-24,89.9,89.9,0
100002727342,2024-08-24,44.9,44.9,0
100048469601,2024-08-24,49.9,49.9,0
66148160288,2024-08-12,77.88,77.88,0
100008366733,2024-08-12,49.8,49.8,0
1032832,2024-08-20,11.9,11.9,0
6864556,2024-08-20,99.9,99.9,0
6930866,2024-08-20,109.9,109.9,0
100030771720,2024-08-20,67.9,67.9,0
231028,2024-08-13,23.9,23.9,0
845278,2024-08-13,6.5,6.5,0
845321,2024-08-13,16.9,16.9,0
909717,2024-08-13,12.9,12.9,0
1184681,2024-08-13,39.9,39.9,0
8209940,2024-08-13,48.9,48.9,0
8755672,2024-08-13,60.0,60.0,0
100017084069,2024-08-13,29.9,29.9,0
100023527711,2024-08-13,59.7,59.7,0
100033194582,2024-08-13,37.3,37.3,0
100039735595,2024-08-13,130.5,130.5,0
909717,2024-08-25,12.9,12.9,0
4510086,2024-08-25,69.9,69.9,0
8209934,2024-08-25,89.9,89.9,0
100010797166,2024-08-25,31.9,31.9,0
100045910485,2024-08-25,49.9,49.9,0
528625,2024-08-21,95.0,95.0,0
1184675,2024-08-21,36.9,36.9,0
2461038,2024-08-21,26.9,26.9,0
3674839,2024-08-21,39.9,39.9,0
4510086,2024-08-21,69.9,69.9,0
7434016,2024-08-21,39.9,39.9,0
69487371426,2024-08-21,130.8,130.8,0
100015344592,2024-08-21,99.9,99.9,0
100041006407,2024-08-21,101.6,101.6,0
293418,2024-08-22,60.0,54.0,1
879388,2024-08-22,11.0,11.0,0
1032834,2024-08-22,28.4,28.4,0
3674839,2024-08-22,39.9,39.9,0
231023,2024-08-26,16.9,16.9,0
528619,2024-08-26,95.0,95.0,0
5851301,2024-08-26,79.9,79.9,0
8209962,2024-08-26,45.0,45.0,0
1280273,2024-08-14,9.9,9.9,0
5840803,2024-08-14,34.9,34.9,0
10700890033,2024-08-14,47.76,47.76,0
100017084069,2024-08-14,29.9,29.9,0
100023527711,2024-08-14,59.7,59.7,0
100035921331,2024-08-14,79.9,79.9,0
100029374348,2024-08-22,85.0,85.0,0
1184678,2024-08-23,39.0,39.0,0
1184681,2024-08-23,39.9,39.9,0
1540110,2024-08-23,11.9,11.9,0
3907301,2024-08-23,64.9,64.9,0
4486466,2024-08-23,68.9,68.9,0
4486478,2024-08-23,16.9,16.9,0
100024851621,2024-08-23,79.9,79.9,0
100024851705,2024-08-26,44.9,44.9,0
100035921329,2024-08-26,89.9,89.9,0
100037338174,2024-08-26,59.9,59.9,0
100037438244,2024-08-26,149.9,149.9,0
100050983363,2024-08-26,29.9,29.9,0
100048469601,2024-08-14,48.9,48.9,0
10056315631534,2024-08-23,83.88,83.88,0
528625,2024-08-15,95.0,95.0,0
100008766160,2024-08-15,86.9,81.9,1
100025429956,2024-08-15,42.9,42.9,0
100036378791,2024-08-15,89.9,89.9,0
100040684023,2024-08-15,89.0,89.0,0
100024848970,2024-08-24,89.9,89.9,0
231023,2024-08-27,16.9,16.9,0
4535404,2024-08-27,79.9,79.9,0
1280273,2024-08-16,9.9,9.9,0
4961950,2024-08-16,11.9,7.4,1
100017084069,2024-08-16,29.9,29.9,0
100037338174,2024-08-16,59.9,59.9,0
8209940,2024-08-17,48.9,48.9,0
8307755,2024-08-17,57.9,57.9,0
100001202539,2024-08-17,34.9,34.9,0
100019498134,2024-08-17,49.9,49.9,0
100025429398,2024-08-17,94.95,94.95,0
100034533525,2024-08-17,74.9,74.9,0
231028,2024-08-25,23.9,23.9,0
1039780,2024-08-25,16.9,16.9,0
3895219,2024-08-25,80.9,80.9,0
3907301,2024-08-25,64.9,64.9,0
8307755,2024-08-25,57.9,57.9,0
100011433086,2024-08-25,119.0,119.0,0
10043211463452,2024-08-25,190.8,190.8,0
100033194590,2024-08-27,37.3,37.3,0
100037438244,2024-08-27,149.9,149.9,0
2461301,2024-08-18,26.9,26.9,0
5950572,2024-08-18,33.9,33.9,0
7648521,2024-08-18,22.9,22.9,0
100011698820,2024-08-18,34.9,34.9,0
1742027,2024-08-26,83.9,83.9,0
3674839,2024-08-26,39.9,39.9,0
4486466,2024-08-26,68.9,68.9,0
362424,2024-08-28,60.0,60.0,0
411166,2024-08-28,14.9,14.9,0
845323,2024-08-28,15.1,15.1,0
100034533525,2024-08-26,74.9,74.9,0
231028,2024-08-19,23.9,23.9,0
2646498,2024-08-19,139.9,139.9,0
3674837,2024-08-19,32.9,32.9,0
4486478,2024-08-19,16.9,16.9,1
8209962,2024-08-19,45.0,45.0,0
100006043908,2024-08-19,99.8,99.8,0
100012797340,2024-08-19,64.9,64.9,0
100015189638,2024-08-19,75.9,75.9,0
100026719206,2024-08-19,29.9,29.9,0
100028415103,2024-08-19,69.9,69.9,0
1032833,2024-08-29,29.9,24.9,1
8209916,2024-08-29,44.6,44.6,0
8307755,2024-08-29,67.3,67.3,0
100003034205,2024-08-29,99.9,99.9,0
231035,2024-08-30,16.9,16.9,0
1032832,2024-08-30,11.9,11.9,0
1184675,2024-08-30,37.3,37.3,0
8209916,2024-08-30,44.6,44.6,0
69487371426,2024-08-30,130.8,130.8,0
100011881946,2024-08-30,30.9,30.9,0
100015645334,2024-08-30,49.9,49.9,0
100032140543,2024-08-30,24.9,24.9,0
206942,2024-08-31,13.8,13.8,0
231023,2024-08-31,16.9,16.9,0
528619,2024-08-31,95.0,95.0,0
1032854,2024-08-31,21.5,21.5,1
2795972,2024-08-31,104.9,104.9,0
3907301,2024-08-31,63.73,63.73,0
100025429956,2024-08-31,42.9,42.9,0
100035733016,2024-08-31,9.1,9.1,0
100037338184,2024-08-31,29.9,29.9,0
100050983363,2024-08-31,29.9,29.9,0
4486428,2024-08-20,69.9,69.9,0
4961950,2024-08-20,11.9,11.9,0
8526452,2024-08-20,13.9,13.9,0
34294684846,2024-08-20,69.9,69.9,0
100000671427,2024-08-20,99.9,99.9,0
100023527711,2024-08-20,59.7,59.7,0
100041650013,2024-08-20,80.9,80.9,0
909717,2024-08-27,12.9,12.9,0
100000318251,2024-08-27,79.9,79.9,0
100015645334,2024-08-27,49.9,49.9,0
528619,2024-08-21,95.0,95.0,0
1071847,2024-08-21,13.9,10.453333333333333,1
3895219,2024-08-21,80.9,80.9,0
100008766160,2024-08-21,86.9,86.9,0
100018842722,2024-08-21,99.8,99.8,0
100023527729,2024-08-21,48.4,48.4,0
100039735595,2024-08-21,130.5,130.5,0
362424,2024-08-22,60.0,60.0,0
1540172,2024-08-22,11.5,11.5,0
2795972,2024-08-22,104.9,104.9,0
4713934,2024-08-22,89.9,89.9,0
8421837,2024-08-22,16.9,16.9,0
100011423920,2024-08-22,45.9,45.9,0
100019498134,2024-08-22,49.9,49.9,0
1071847,2024-08-28,13.9,13.9,0
4131809,2024-08-28,11.9,11.9,0
6380589,2024-08-28,65.0,65.0,0
5840803,2024-08-23,34.9,34.9,0
100001202539,2024-08-23,34.9,34.9,0
100010577141,2024-08-23,112.3,112.3,0
100024851705,2024-08-23,44.9,44.9,0
206942,2024-08-29,12.8,12.8,0
100000671427,2024-08-29,99.9,99.9,0
100029374348,2024-08-29,95.0,95.0,0
100033194582,2024-08-29,37.3,37.3,0
10056315631534,2024-08-29,83.88,83.88,0
1038234,2024-08-30,23.9,23.9,0
4486466,2024-08-30,68.9,68.9,0
100001202539,2024-08-30,34.9,34.9,0
100011423920,2024-08-30,45.9,45.9,0
100035921331,2024-08-30,79.9,79.9,0
4486444,2024-08-24,80.9,80.9,0
8421845,2024-08-24,36.0,36.0,0
5851301,2024-08-31,79.0,79.0,0
5915642,2024-08-31,43.9,43.9,0
34294684846,2024-08-31,69.9,69.9,0
100005873819,2024-08-31,82.0,82.0,0
100008766160,2024-08-31,86.9,86.9,0
100011433086,2024-08-31,119.0,119.0,0
100019787561,2024-08-31,31.9,31.9,0
100023527729,2024-08-24,43.9,43.9,0
10025765269372,2024-08-24,59.0,59.0,0
1032833,2024-08-25,29.9,29.9,0
4486428,2024-08-25,69.9,69.9,0
7648521,2024-08-25,22.9,22.9,0
100006043908,2024-08-26,99.8,99.8,0
100015189638,2024-08-26,59.9,59.9,0
100030771720,2024-08-26,67.9,67.9,0
100033331842,2024-08-26,23.8,23.8,0
100034243272,2024-08-26,74.9,74.9,0
1184681,2024-08-27,39.9,39.9,0
1540172,2024-08-27,11.5,11.5,0
3895219,2024-08-27,80.9,80.9,0
6380569,2024-08-27,65.0,65.0,0
69306580356,2024-08-27,69.0,69.0,0
100012797322,2024-08-27,139.0,139.0,0
1529386,2024-08-28,10.0,10.0,0
4486478,2024-08-28,16.9,16.9,0
69487371426,2024-08-28,130.8,130.8,0
100002323621,2024-08-28,9.9,9.9,0
100028415103,2024-08-28,68.6,68.6,0
100037338184,2024-08-28,29.9,29.9,0
4486428,2024-08-29,69.9,69.9,0
7434016,2024-08-29,39.9,39.9,0
34294684846,2024-08-29,69.9,69.9,0
100026719206,2024-08-29,29.9,29.9,0
100039034588,2024-08-29,79.9,79.9,0
10043211463452,2024-08-29,190.8,190.8,0
206942,2024-08-30,13.8,13.8,0
231023,2024-08-30,16.9,16.9,0
909717,2024-08-30,12.9,12.9,0
1032854,2024-08-30,21.9,21.9,0
7434016,2024-08-30,39.9,39.9,0
100017084069,2024-08-30,29.9,29.9,0
100033331822,2024-08-30,29.6,29.6,0
100037338174,2024-08-30,59.9,59.9,0
362424,2024-08-31,60.0,60.0,0
1071847,2024-08-31,12.8,12.8,0
100003034205,2024-08-31,99.9,99.9,0
100035494430,2024-08-31,74.9,74.9,0
8307755,2024-07-01,67.3,67.3,0
10700890033,2024-07-01,47.76,47.76,0
100005270502,2024-07-01,64.9,64.9,0
411164,2024-07-02,14.9,14.9,0
3919595,2024-07-02,88.9,88.9,0
6380569,2024-07-02,65.0,65.0,0
100033194590,2024-07-02,79.0,79.0,0
10061685991750,2024-07-02,47.88,47.88,0
231028,2024-07-03,23.9,23.9,0
1071847,2024-07-03,13.9,13.9,0
100011698820,2024-07-03,59.9,59.9,0
100005270502,2024-07-04,61.9,61.9,0
411164,2024-07-05,14.9,14.9,0
909717,2024-07-05,12.9,12.9,0
3907301,2024-07-05,64.9,64.9,0
100015189638,2024-07-05,75.9,75.9,0
100018704177,2024-07-05,79.0,79.0,0
100020638562,2024-07-05,78.2,78.2,0
293418,2024-07-06,60.0,60.0,0
528619,2024-07-06,95.0,95.0,0
1032832,2024-07-06,11.9,11.9,0
8307755,2024-07-06,67.3,67.3,0
8421837,2024-07-06,16.9,16.9,0
100008766160,2024-07-06,79.9,79.9,0
100024848970,2024-07-06,89.9,89.9,0
100041650013,2024-07-06,80.9,80.9,0
879388,2024-07-07,11.8,11.8,0
1039867,2024-07-07,76.9,76.9,0
5840803,2024-07-07,34.9,34.9,0
8209934,2024-07-07,89.9,89.9,0
100006938017,2024-07-07,69.9,69.9,0
100025429956,2024-07-07,42.9,42.9,0
362424,2024-07-08,60.0,60.0,0
100007310036,2024-07-08,124.8,124.8,0
231478,2024-07-09,33.9,33.9,0
1529386,2024-07-09,11.5,11.5,0
100006938017,2024-07-09,68.8,68.8,0
100010577141,2024-07-09,124.8,124.8,0
100026719206,2024-07-09,29.9,29.9,0
100028415103,2024-07-09,67.3,67.3,0
100037338184,2024-07-09,29.9,29.9,0
100041006407,2024-07-09,79.9,79.9,0
1184678,2024-07-10,38.8,38.8,0
1280273,2024-07-10,9.9,9.9,0
100025429398,2024-07-10,99.9,99.9,0
100033194536,2024-07-10,79.0,79.0,0
100050983363,2024-07-10,29.9,29.9,0
8755672,2024-07-11,60.0,60.0,0
69487371426,2024-07-11,130.8,130.8,0
100000671427,2024-07-11,89.9,89.9,0
100033331822,2024-07-11,30.9,30.9,0
100035494430,2024-07-11,74.9,74.9,0
879386,2024-07-12,12.8,12.8,0
8209934,2024-07-12,89.9,89.9,0
8755672,2024-07-12,60.0,60.0,0
100002727342,2024-07-12,44.9,44.9,0
100015189638,2024-07-12,75.9,75.9,0
100050983363,2024-07-12,29.9,29.9,0
10061685991750,2024-07-12,47.88,47.88,0
4486428,2024-07-13,69.9,69.9,0
4535404,2024-07-13,89.9,89.9,0
5915642,2024-07-13,34.9,34.9,0
6380589,2024-07-13,65.0,65.0,0
231035,2024-07-14,16.9,16.9,0
1540110,2024-07-14,11.6,11.6,0
3674839,2024-07-14,39.9,39.9,0
69306580356,2024-07-14,69.0,69.0,0
100012808554,2024-07-14,80.0,80.0,0
100033194540,2024-07-14,79.0,79.0,0
100041192960,2024-07-14,29.9,29.9,0
845278,2024-07-15,6.5,6.5,0
2795972,2024-07-15,104.9,104.9,0
5840803,2024-07-15,34.9,34.9,0
100015645334,2024-07-15,49.9,49.9,0
100035733016,2024-07-15,9.1,9.1,0
100045910485,2024-07-15,49.9,49.9,0
1032854,2024-07-16,21.9,21.9,0
5840803,2024-07-16,43.9,43.9,0
6864556,2024-07-16,99.9,99.9,0
8755672,2024-07-16,60.0,60.0,0
100035921329,2024-07-16,89.9,89.9,0
10061685991750,2024-07-16,47.88,47.88,0
3674837,2024-07-17,32.9,32.9,0
100011698820,2024-07-17,34.9,34.9,0
411166,2024-07-18,14.9,14.9,0
879388,2024-07-18,11.8,11.8,0
1039780,2024-07-18,15.9,15.9,0
1039868,2024-07-18,76.9,76.9,0
1184681,2024-07-18,39.9,39.9,0
4713934,2024-07-18,82.9,82.9,0
8421837,2024-07-18,16.9,16.9,0
100012808554,2024-07-18,80.0,80.0,0
100036378791,2024-07-18,89.9,89.9,0
1184681,2024-07-19,39.9,39.9,0
8421845,2024-07-19,36.0,36.0,0
100011698820,2024-07-19,34.9,34.9,0
909717,2024-07-20,12.9,12.9,0
6930866,2024-07-20,99.9,99.9,0
100015189638,2024-07-20,75.9,75.9,0
100019787561,2024-07-20,31.9,31.9,0
100034533525,2024-07-20,74.9,74.9,0
231028,2024-07-21,23.9,23.9,0
845323,2024-07-21,16.9,16.9,0
1071847,2024-07-21,13.9,13.9,0
100002727342,2024-07-21,44.9,44.9,0
100008766160,2024-07-21,79.9,79.9,0
100011881946,2024-07-21,31.5,31.5,0
100024851621,2024-07-21,79.9,79.9,0
231023,2024-07-22,16.9,16.9,0
845321,2024-07-22,16.9,16.9,0
3895219,2024-07-22,80.9,80.9,0
69306580356,2024-07-22,69.0,69.0,0
100030771718,2024-07-22,78.0,78.0,0
100034533525,2024-07-22,74.9,74.9,0
231028,2024-07-24,23.9,23.9,0
3907301,2024-07-24,64.9,64.9,0
4510086,2024-07-24,69.9,69.9,0
6380571,2024-07-24,65.0,65.0,0
411164,2024-07-25,14.9,14.9,0
879386,2024-07-25,14.9,14.9,0
1529386,2024-07-25,11.5,11.5,0
5840837,2024-07-25,34.9,34.9,0
100039034588,2024-07-25,79.9,79.9,0
10066546386346,2024-07-25,118.8,118.8,0
909717,2024-07-26,12.9,12.9,0
1071847,2024-07-26,13.9,13.9,0
100005873819,2024-07-26,75.0,75.0,0
100023527711,2024-07-26,59.7,59.7,0
290461,2024-07-27,23.9,23.9,0
879386,2024-07-27,15.5,15.5,0
100015645334,2024-07-27,49.9,49.9,0
100019787561,2024-07-27,31.9,31.9,0
