sku_id,dt,price_change_prob
206942,2025-05-01,0.5254941096056929
231023,2025-05-01,0.5254941096056929
231028,2025-05-01,0.5274432909980569
231035,2025-05-01,0.5274432909980569
231478,2025-05-01,0.5254941096056929
290461,2025-05-01,0.5274432909980569
293418,2025-05-01,0.5254941096056929
362424,2025-05-01,0.5254941096056929
411164,2025-05-01,0.5254941096056929
411166,2025-05-01,0.5274432909980569
528619,2025-05-01,0.5254941096056929
528625,2025-05-01,0.5274432909980569
845278,2025-05-01,0.5254941096056929
845321,2025-05-01,0.5254941096056929
845323,2025-05-01,0.5254941096056929
879386,2025-05-01,0.5254941096056929
879388,2025-05-01,0.5274432909980569
909717,2025-05-01,0.5254941096056929
909718,2025-05-01,0.5254941096056929
1032832,2025-05-01,0.5254941096056929
1032833,2025-05-01,0.5274432909980569
1032834,2025-05-01,0.5254941096056929
1032854,2025-05-01,0.5274432909980569
1038234,2025-05-01,0.5274432909980569
1039780,2025-05-01,0.5274432909980569
1039867,2025-05-01,0.5274432909980569
1039868,2025-05-01,0.5254941096056929
1071847,2025-05-01,0.5254941096056929
1184675,2025-05-01,0.5254941096056929
1184678,2025-05-01,0.5274432909980569
1184681,2025-05-01,0.5274432909980569
1280273,2025-05-01,0.5274432909980569
1529386,2025-05-01,0.5254941096056929
1540110,2025-05-01,0.5254941096056929
1540172,2025-05-01,0.5274432909980569
1742027,2025-05-01,0.5274432909980569
2461038,2025-05-01,0.5274432909980569
2461301,2025-05-01,0.5274432909980569
2646498,2025-05-01,0.5254941096056929
2795972,2025-05-01,0.5274432909980569
3334330,2025-05-01,0.5274432909980569
3674837,2025-05-01,0.5254941096056929
3674839,2025-05-01,0.5274432909980569
3895219,2025-05-01,0.5274432909980569
3907301,2025-05-01,0.5254941096056929
3919595,2025-05-01,0.5274432909980569
4131809,2025-05-01,0.5254941096056929
4486428,2025-05-01,0.5274432909980569
4486444,2025-05-01,0.5254941096056929
4486466,2025-05-01,0.5274432909980569
4486478,2025-05-01,0.5254941096056929
4510086,2025-05-01,0.5274432909980569
4535404,2025-05-01,0.5274432909980569
4713934,2025-05-01,0.5254941096056929
4961950,2025-05-01,0.5254941096056929
5840803,2025-05-01,0.5274432909980569
5840837,2025-05-01,0.5254941096056929
5851301,2025-05-01,0.5274432909980569
5915642,2025-05-01,0.5254941096056929
5950572,2025-05-01,0.5274432909980569
6380569,2025-05-01,0.5254941096056929
6380571,2025-05-01,0.5254941096056929
6380589,2025-05-01,0.5254941096056929
6864556,2025-05-01,0.5274432909980569
6930866,2025-05-01,0.5254941096056929
7434016,2025-05-01,0.5274432909980569
7648521,2025-05-01,0.5254941096056929
8209916,2025-05-01,0.5274432909980569
8209934,2025-05-01,0.5274432909980569
8209936,2025-05-01,0.5274432909980569
8209940,2025-05-01,0.5254941096056929
8209962,2025-05-01,0.5274432909980569
8307755,2025-05-01,0.5274432909980569
8421837,2025-05-01,0.5274432909980569
8421845,2025-05-01,0.5254941096056929
8526452,2025-05-01,0.5274432909980569
8545329,2025-05-01,0.5274432909980569
8755672,2025-05-01,0.5254941096056929
10700890033,2025-05-01,0.5274432909980569
34294684846,2025-05-01,0.5274432909980569
66148160288,2025-05-01,0.5274432909980569
69306580356,2025-05-01,0.5274432909980569
69487371426,2025-05-01,0.5274432909980569
100000318251,2025-05-01,0.5254941096056929
100000671417,2025-05-01,0.5254941096056929
100000671427,2025-05-01,0.5274432909980569
100001202539,2025-05-01,0.5254941096056929
100002323621,2025-05-01,0.5254941096056929
100002727342,2025-05-01,0.5254941096056929
100003034205,2025-05-01,0.5274432909980569
100005270502,2025-05-01,0.5274432909980569
100005873819,2025-05-01,0.5274432909980569
100006043908,2025-05-01,0.5254941096056929
100006938017,2025-05-01,0.5254941096056929
