dt,sku_id,year,month,day,weekday,quarter,is_weekend,is_month_start,is_promotion_period,is_double_12,is_before_promotion,is_after_promotion,discount_price_change,discount_price_change_pct,discount_price_change_abs,discount_price_mean_7,discount_price_std_7,discount_price_min_7,discount_price_max_7,discount_price_trend_7,discount_price_lag_1,discount_price_lag_3,discount_price_lag_7,discount_price_lag_14,discount_price_lag_30,discount_price_change_lag_1,discount_price_change_lag_3,discount_price_change_lag_7,discount_price_change_lag_14,discount_price_change_lag_30,discount_price_promo_interaction,promo_freq_7,promo_freq_30,trend,yearly,weekly,yhat,yhat_lower,yhat_upper,yhat_diff
2025-05-01,7648521,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,22.042857142857144,1.355261854357877,19.9,22.9,0,22.9,19.9,22.9,22.9,22.9,0,0,0,0,0,0,0,0,23.194575612418628,-0.1428319889065717,0.1308834320401319,0,0,0,0
2025-05-01,8209916,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,44.60000000000001,7.105427357601002e-15,44.6,44.6,0,44.6,44.6,44.6,44.6,44.6,0,0,0,0,0,0,0,0,45.99328512343449,3.834296801962629,-0.2592873473412969,0,0,0,0
2025-05-01,8209934,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.17999999999999,1.4210854715202004e-14,89.18,89.18,0,89.18,89.18,89.18,89.18,89.18,0,0,0,0,0,0,0,0,82.74115351754371,10.129223677444791,-0.129145135150354,0,0,0,0
2025-05-01,8209936,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,32.82,0.0,32.82,32.82,0,32.82,32.82,32.82,32.82,32.82,0,0,0,0,0,0,0,0,35.69644290068745,3.5833708628131355,-0.3772336988031668,0,0,0,0
2025-05-01,8209940,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,41.0,0.0,41.0,41.0,0,41.0,41.0,41.0,41.0,41.0,0,0,0,0,0,0,0,0,48.79797418773941,0.0159224416706463,0.150677962873723,0,0,0,0
2025-05-01,8209962,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,44.82999999999999,7.105427357601002e-15,44.83,44.83,0,44.83,44.83,44.83,44.83,44.83,0,0,0,0,0,0,0,0,43.37895391945475,1.0648000949651637,-0.3198628000267591,0,0,0,0
2025-05-01,8307755,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,67.89999999999999,1.4210854715202004e-14,67.9,67.9,0,67.9,67.9,67.9,67.9,67.9,0,0,0,0,0,0,0,0,68.61403991792798,-0.7628193100257682,-0.7378702165559851,0,0,0,0
2025-05-01,8421837,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,16.900000000000002,3.552713678800501e-15,16.9,16.9,0,16.9,16.9,16.9,16.9,16.9,0,0,0,0,0,0,0,0,17.170759837891076,0.4818933008535351,-0.1287883037603214,0,0,0,0
2025-05-01,8421845,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,36.0,0.0,36.0,36.0,0,36.0,36.0,36.0,36.0,36.0,0,0,0,0,0,0,0,0,27.31163342526521,1.5436211074384272,0.1398591219844516,0,0,0,0
2025-05-01,8526452,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,16.0,0.0,16.0,16.0,0,16.0,16.0,16.0,16.0,16.0,0,0,0,0,0,0,0,0,14.997912179855478,0.8794519913186336,-0.1570322274815595,0,0,0,0
2025-05-01,8545329,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,10.900000000000002,1.7763568394002505e-15,10.9,10.9,0,10.9,10.9,10.9,10.9,10.9,0,0,0,0,0,0,0,0,10.963251216284602,-0.4046405625184543,-0.1456726867694824,0,0,0,0
2025-05-01,8755672,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,61.285714285714285,3.2166657854850573,58.5,65.0,0,65.0,58.5,65.0,65.0,65.0,0,0,0,0,0,0,0,0,63.048826692577656,1.4854541330815851,0.1431771235742214,0,0,0,0
2025-05-01,10700890033,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,47.76,0.0,47.76,47.76,0,47.76,47.76,47.76,47.76,47.76,0,0,0,0,0,0,0,0,47.720763488704,0.4270436400358525,-0.1852087702863771,0,0,0,0
2025-05-01,34294684846,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.89999999999999,7.105427357601002e-15,59.9,59.9,0,59.9,59.9,59.9,59.9,59.9,0,0,0,0,0,0,0,0,68.76706843902663,-3.233453140276188,-0.4817276999292884,0,0,0,0
2025-05-01,66148160288,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,77.88,0.0,77.88,77.88,0,77.88,77.88,77.88,77.88,77.88,0,0,0,0,0,0,0,0,77.94686321270262,0.0416430175632375,-0.1045606738998765,0,0,0,0
2025-05-01,69306580356,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,55.25,4.330127018922194,50.25,59.0,0,59.0,50.25,59.0,59.0,59.0,0,0,0,0,0,0,0,0,73.66399043196955,-14.090340771323048,-2.135775417802221,0,0,0,0
2025-05-01,69487371426,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,130.79999999999998,2.842170943040401e-14,130.8,130.8,0,130.8,130.8,130.8,130.8,130.8,0,0,0,0,0,0,0,0,131.12079956707913,0.3698387922225243,-0.3044291974716502,0,0,0,0
2025-05-01,100000318251,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,61.191428571428574,5.8637662898550795,51.92000000000001,64.9,0,64.9,51.92000000000001,64.9,64.9,64.9,0,0,0,0,0,0,0,0,78.18585344622139,-0.6799729745119607,0.5923399870909315,0,0,0,0
2025-05-01,100000671417,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,99.89999999999999,1.4210854715202004e-14,99.9,99.9,0,99.9,99.9,99.9,99.9,99.9,0,0,0,0,0,0,0,0,86.7400728130416,0.6645654270580096,0.937688689300776,0,0,0,0
2025-05-01,100000671427,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.89999999999999,1.4210854715202004e-14,89.9,89.9,0,89.9,89.9,89.9,89.9,89.9,0,0,0,0,0,0,0,0,88.50034688834629,-9.89909157821132,-2.2330456222092243,0,0,0,0
2025-05-01,100001202539,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.88,0.0,49.88,49.88,0,49.88,49.88,49.88,49.88,49.88,0,0,0,0,0,0,0,0,34.43040742296237,3.508998009403767,0.0262378720073953,0,0,0,0
2025-05-01,100002323621,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,9.464271428571427,0.728861959719761,7.929900000000001,9.9,0,9.9,9.9,9.9,9.9,9.9,0,0,0,0,0,0,0,0,9.259884452097031,-0.2085978758281837,0.0776199539604989,0,0,0,0
2025-05-01,100002727342,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,42.74285714285714,3.4108470430408353,37.3,44.9,0,44.9,44.9,44.9,44.9,44.9,0,0,0,0,0,0,0,0,41.57653808051829,-1.539280979370328,0.2888350466495413,0,0,0,0
2025-05-01,100003034205,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,47.84285714285714,13.087273768584412,42.5,79.9,0,79.9,42.5,42.5,42.5,42.5,0,0,0,0,0,0,0,0,62.919701653411884,-8.120526624038098,-0.9594537137675778,0,0,0,0
2025-05-01,100005270502,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,64.89999999999999,1.4210854715202004e-14,64.9,64.9,0,64.9,64.9,64.9,64.9,64.9,0,0,0,0,0,0,0,0,61.52761110323394,-1.6031504741126272,-1.041074350882362,0,0,0,0
2025-05-01,100005873819,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,87.0,3.1622776601683795,82.0,89.0,0,82.0,89.0,89.0,89.0,89.0,0,0,0,0,0,0,0,0,98.9410779639356,-19.569983824364297,-2.366589556635738,0,0,0,0
2025-05-01,100006043908,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,88.75714285714285,0.3499271061118826,87.9,88.9,0,87.9,88.9,88.9,88.9,88.9,0,0,0,0,0,0,0,0,100.44267623446906,14.879908465822645,-0.0014881819803381,0,0,0,0
2025-05-01,100006938017,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,64.89999999999999,1.4210854715202004e-14,64.9,64.9,0,64.9,64.9,64.9,64.9,64.9,0,0,0,0,0,0,0,0,72.22134585912775,-7.34600599856314,0.1004369918255153,0,0,0,0
2025-05-01,100007147103,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,68.27857142857142,0.4562714909671542,67.99,69.0,0,69.0,67.99,67.99,67.99,67.99,0,0,0,0,0,0,0,0,92.58983109105203,-23.607676511483508,-1.7256705129908108,0,0,0,0
