dt,sku_id,year,month,day,weekday,quarter,is_weekend,is_month_start,is_promotion_period,is_double_12,is_before_promotion,is_after_promotion,discount_price_change,discount_price_change_pct,discount_price_change_abs,discount_price_mean_7,discount_price_std_7,discount_price_min_7,discount_price_max_7,discount_price_trend_7,discount_price_lag_1,discount_price_lag_3,discount_price_lag_7,discount_price_lag_14,discount_price_lag_30,discount_price_change_lag_1,discount_price_change_lag_3,discount_price_change_lag_7,discount_price_change_lag_14,discount_price_change_lag_30,discount_price_promo_interaction,promo_freq_7,promo_freq_30,trend,yearly,weekly,yhat,yhat_lower,yhat_upper,yhat_diff
2025-05-01,100007178233,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,39.33,0.9012491331479869,37.905,39.9,0,39.9,37.905,39.9,39.9,39.9,0,0,0,0,0,0,0,0,48.6846793875128,-8.8013876587941,0.9354649295925276,0,0,0,0
2025-05-01,100007310036,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,88.46857142857142,1.0567798604578889,85.88,88.9,0,88.9,88.9,85.88,85.88,85.88,0,0,0,0,0,0,0,0,96.87782414533132,8.926742588703684,-0.2891925079987514,0,0,0,0
2025-05-01,100008366733,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,24.900000000000002,3.552713678800501e-15,24.9,24.9,0,24.9,24.9,24.9,24.9,24.9,0,0,0,0,0,0,0,0,39.00600799249848,-3.924604521394392,1.0092242263197506,0,0,0,0
2025-05-01,100008366749,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,81.50119021653838,-5.645476246276938,-0.9890008567052498,0,0,0,0
2025-05-01,100008766160,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,69.89999999999999,1.4210854715202004e-14,69.9,69.9,0,69.9,69.9,69.9,69.9,69.9,0,0,0,0,0,0,0,0,84.15269662547936,-1.942372093615601,-0.1531976733363882,0,0,0,0
2025-05-01,100008817605,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,39.58571428571429,0.49692934659788884,38.8,39.9,0,38.8,39.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,48.70702655812809,1.2385966908616708,-0.0526610031163668,0,0,0,0
2025-05-01,100008959723,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,54.70919345204938,3.67798292712614,0.030432367552045,0,0,0,0
2025-05-01,100009388168,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,39.9,0.0,39.9,39.9,0,39.9,39.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,52.68664142028038,-5.103814218436691,-1.7676701882867991,0,0,0,0
2025-05-01,100009897581,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,20.900000000000002,3.552713678800501e-15,20.9,20.9,0,20.9,20.9,20.9,20.9,20.9,0,0,0,0,0,0,0,0,23.14600167306547,-3.0973019499689878,0.0974207521155377,0,0,0,0
2025-05-01,100010234342,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,29.88571428571429,0.034992710611187514,29.8,29.9,0,29.8,29.9,29.9,29.9,29.9,0,0,0,0,0,0,0,0,29.947200697216328,-0.0500648372070319,-0.1043165570770479,0,0,0,0
2025-05-01,100010577141,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,87.87142857142858,0.41991252733426,87.7,88.9,0,87.7,87.7,88.9,88.9,88.9,0,0,0,0,0,0,0,0,89.4198054589266,7.323704919394739,-0.8187817844364873,0,0,0,0
2025-05-01,100010797166,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,30.042857142857144,2.9364006844420665,25.4,31.9,0,31.9,25.4,31.9,31.9,31.9,0,0,0,0,0,0,0,0,32.55278496024413,0.1879138490993013,-0.0177753776831797,0,0,0,0
2025-05-01,100011423920,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,33.0768,1.2815730334241595,29.9376,33.6,0,33.6,33.6,33.6,33.6,33.6,0,0,0,0,0,0,0,0,42.341902392055765,-3.971774726675025,0.1303306423596225,0,0,0,0
2025-05-01,100011433086,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,98.89999999999999,1.4210854715202004e-14,98.9,98.9,0,98.9,98.9,98.9,98.9,98.9,0,0,0,0,0,0,0,0,108.99839604146273,-7.871429044642197,1.7275697618916128,0,0,0,0
2025-05-01,100011698820,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,33.41571428571429,1.1862528897192808,30.51,33.9,0,33.9,33.9,33.9,33.9,33.9,0,0,0,0,0,0,0,0,40.90043648042812,-2.6631146700269146,1.3525022200757602,0,0,0,0
2025-05-01,100011881946,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,31.900000000000002,3.552713678800501e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,32.452756828820284,-1.6922510398161792,0.0586231697402078,0,0,0,0
2025-05-01,100012242858,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,60.89999999999999,7.105427357601002e-15,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,46.25329879447986,-7.226177782110093,2.636996114810959,0,0,0,0
2025-05-01,100012797322,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,123.47142857142856,2.2587697572631282,119.9,124.9,0,124.9,119.9,124.9,124.9,124.9,0,0,0,0,0,0,0,0,141.76858507969473,1.9767143555299305,0.0011427671938016,0,0,0,0
2025-05-01,100012797340,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,63.0,0.0,63.0,63.0,0,63.0,63.0,63.0,63.0,63.0,0,0,0,0,0,0,0,0,84.92721276379676,-2.149293264352805,-0.3463885184405654,0,0,0,0
2025-05-01,100012808554,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,75.42428571428572,1.5291814537089286,74.8,79.17,0,74.8,74.8,79.17,79.17,79.17,0,0,0,0,0,0,0,0,77.98447397133609,-0.480784595829754,-1.0523367691878756,0,0,0,0
2025-05-01,100014256784,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,41.9,0.0,41.9,41.9,0,41.9,41.9,41.9,41.9,41.9,0,0,0,0,0,0,0,0,54.11770084286887,0.9974474346261756,-0.3317786842671125,0,0,0,0
2025-05-01,100014962868,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,9.9,0.0,9.9,9.9,0,9.9,9.9,9.9,9.9,9.9,0,0,0,0,0,0,0,0,10.129845927397747,-0.0955437567478049,-0.0278647346102902,0,0,0,0
2025-05-01,100015189638,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,64.57276020366386,-0.1981221035657253,0.4250980073543234,0,0,0,0
2025-05-01,100015344592,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,99.77142857142857,0.31493439550069624,99.0,99.9,0,99.9,99.9,99.0,99.0,99.0,0,0,0,0,0,0,0,0,96.20721893632069,1.1881752246299502,1.2794730783333128,0,0,0,0
2025-05-01,100015645334,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,39.9,0.0,39.9,39.9,0,39.9,39.9,39.9,39.9,39.9,0,0,0,0,0,0,0,0,49.3795889668844,1.6684571858263195,-0.6361547029375932,0,0,0,0
2025-05-01,100017084069,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,29.300000000000004,0.6928203230275503,28.5,29.9,0,29.9,28.5,29.9,29.9,29.9,0,0,0,0,0,0,0,0,28.59540806673103,0.6149412013239351,0.1718384173162223,0,0,0,0
2025-05-01,100018704177,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,25.371428571428574,1.049781318335648,22.8,25.8,0,22.8,25.8,25.8,25.8,25.8,0,0,0,0,0,0,0,0,38.76571394223007,4.546376806382066,1.7265900708331794,0,0,0,0
2025-05-01,100018842722,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,99.79999999999998,1.4210854715202004e-14,99.8,99.8,0,99.8,99.8,99.8,99.8,99.8,0,0,0,0,0,0,0,0,96.21830174675524,1.83945754627376,1.4114089878018683,0,0,0,0
2025-05-01,100018973436,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,20.900000000000002,3.552713678800501e-15,20.9,20.9,0,20.9,20.9,20.9,20.9,20.9,0,0,0,0,0,0,0,0,20.46391523556461,-0.8497726354897427,-0.09704324764028,0,0,0,0
2025-05-01,100019498134,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.89999999999999,7.105427357601002e-15,59.9,59.9,0,59.9,59.9,59.9,59.9,59.9,0,0,0,0,0,0,0,0,50.57514537731405,8.900542384958598,0.6229377466092126,0,0,0,0
2025-05-01,100019787561,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,26.5,0.0,26.5,26.5,0,26.5,26.5,26.5,26.5,26.5,0,0,0,0,0,0,0,0,32.87770936022152,-1.5413792418868255,0.520168226396603,0,0,0,0
2025-05-01,100020638562,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,83.08582840260834,-3.250927344430556,1.675382011413663,0,0,0,0
2025-05-01,100023527711,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.699999999999996,7.105427357601002e-15,59.7,59.7,0,59.7,59.7,59.7,59.7,59.7,0,0,0,0,0,0,0,0,60.2127512122602,-5.678407156656919,-1.5684295404267992,0,0,0,0
2025-05-01,100023527729,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,47.565522619346304,-3.91187034089432,-0.2282482781113395,0,0,0,0
2025-05-01,100024848970,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.89999999999999,1.4210854715202004e-14,89.9,89.9,0,89.9,89.9,89.9,89.9,89.9,0,0,0,0,0,0,0,0,87.42742942486645,3.640851386979929,0.179114779235227,0,0,0,0
2025-05-01,100024851621,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,52.547142857142845,3.7201937902123716,46.665,54.9,0,54.9,46.665,54.9,54.9,54.9,0,0,0,0,0,0,0,0,76.13810989693772,5.126301513958053,-0.0146131082734965,0,0,0,0
2025-05-01,100024851705,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,27.042857142857144,4.5175395145262565,19.9,29.9,0,29.9,19.9,29.9,29.9,29.9,0,0,0,0,0,0,0,0,44.31528013475464,-0.8929382961920714,1.3266869231902558,0,0,0,0
2025-05-01,100024851809,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,40.90571428571429,6.315520241307705,30.92,44.9,0,44.9,30.92,44.9,44.9,44.9,0,0,0,0,0,0,0,0,46.67539693871021,2.951640763785547,-0.2748751190665141,0,0,0,0
2025-05-01,100024864852,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,28.32857142857143,8.398250546685182,24.9,48.9,0,48.9,24.9,24.9,24.9,24.9,0,0,0,0,0,0,0,0,73.55110894738807,3.4705195497589347,2.7313799130399645,0,0,0,0
2025-05-01,100025429398,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,37.9,0.0,37.9,37.9,0,37.9,37.9,37.9,37.9,37.9,0,0,0,0,0,0,0,0,101.87431947808705,-9.543075767093498,-0.7217207121709462,0,0,0,0
2025-05-01,100025429436,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,103.31108339678148,-39.5177254365592,-2.1141206065411886,0,0,0,0
2025-05-01,100025429956,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,23.47142857142857,2.2587697572631282,19.9,24.9,0,19.9,24.9,24.9,24.9,24.9,0,0,0,0,0,0,0,0,46.76132440031291,-3.0692228930285537,-1.2708229153048598,0,0,0,0
2025-05-01,100026719206,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,31.900000000000002,3.552713678800501e-15,31.9,31.9,0,31.9,31.9,31.9,31.9,31.9,0,0,0,0,0,0,0,0,29.691382549952674,-1.616444966324709,-0.62113165200044,0,0,0,0
2025-05-01,100028415103,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,26.131428571428575,1.215218129407562,24.21,26.9,0,26.9,24.21,26.9,26.9,26.9,0,0,0,0,0,0,0,0,75.00646788218984,-5.899646838672228,-0.409113921233967,0,0,0,0
2025-05-01,100029374348,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,87.85714285714286,1.8070158058105026,85.0,89.0,0,85.0,89.0,89.0,89.0,89.0,0,0,0,0,0,0,0,0,102.63818690070464,-14.236811909586375,-3.729774835850077,0,0,0,0
2025-05-01,100030771718,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,74.42392280705052,-4.718497649683685,1.4027673912624392,0,0,0,0
2025-05-01,100030771720,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.89999999999999,7.105427357601002e-15,59.9,59.9,0,59.9,59.9,59.9,59.9,59.9,0,0,0,0,0,0,0,0,63.2635642995597,-2.7699710575940584,-2.252364922267528,0,0,0,0
2025-05-01,100032140543,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,23.582834285714288,1.932989327934897,19.85984,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,25.285920889255017,-0.9841810742743552,-0.0277871522256627,0,0,0,0
2025-05-01,100033194536,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,29.900000000000002,3.552713678800501e-15,29.9,29.9,0,29.9,29.9,29.9,29.9,29.9,0,0,0,0,0,0,0,0,35.59161978810227,4.379356908581881,1.602323644852595,0,0,0,0
2025-05-01,100033194540,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,22.800000000000004,3.552713678800501e-15,22.8,22.8,0,22.8,22.8,22.8,22.8,22.8,0,0,0,0,0,0,0,0,33.32931670384018,-3.5096841868229984,0.5844232787430751,0,0,0,0
2025-05-01,100033194582,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,25.800000000000004,3.552713678800501e-15,25.8,25.8,0,25.8,25.8,25.8,25.8,25.8,0,0,0,0,0,0,0,0,38.506687756059016,0.2946915539543774,1.886878663751786,0,0,0,0
2025-05-01,100033194590,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,29.900000000000002,3.552713678800501e-15,29.9,29.9,0,29.9,29.9,29.9,29.9,29.9,0,0,0,0,0,0,0,0,38.96503993585012,1.883046646020648,0.4935812422573543,0,0,0,0
2025-05-01,100033331822,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,33.06952380952381,2.9027936344758887,28.076666666666664,34.9,0,34.9,34.9,34.9,34.9,34.9,0,0,0,0,0,0,0,0,32.25754195536669,-0.8820979325326415,-0.3269851954121531,0,0,0,0
2025-05-01,100033331842,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,23.58709142857143,1.960906383395398,19.78964,24.8,0,24.8,24.8,24.8,24.8,24.8,0,0,0,0,0,0,0,0,25.31738080249404,-2.5979926429516715,0.457472177141658,0,0,0,0
2025-05-01,100034243272,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,73.17468451565145,-7.2950737956669265,-0.8956395615740249,0,0,0,0
2025-05-01,100034533525,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.18571428571428,12.371791482634837,74.9,99.9,0,74.9,99.9,74.9,74.9,74.9,0,0,0,0,0,0,0,0,85.25869044014433,28.792275313986814,1.1526226641863722,0,0,0,0
2025-05-01,100035403264,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,3.8000000000000003,4.440892098500626e-16,3.8,3.8,0,3.8,3.8,3.8,3.8,3.8,0,0,0,0,0,0,0,0,3.789742068497575,0.029901767936994,-0.0192050305044387,0,0,0,0
2025-05-01,100035494430,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,49.89999999999999,7.105427357601002e-15,49.9,49.9,0,49.9,49.9,49.9,49.9,49.9,0,0,0,0,0,0,0,0,69.91783012110324,-10.254157224484524,0.8164605759055708,0,0,0,0
2025-05-01,100035733016,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,9.9,0.0,9.9,9.9,0,9.9,9.9,9.9,9.9,9.9,0,0,0,0,0,0,0,0,10.277787011221385,0.9376608343729832,-0.3721139999994298,0,0,0,0
2025-05-01,100035921329,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.89999999999999,1.4210854715202004e-14,89.9,89.9,0,89.9,89.9,89.9,89.9,89.9,0,0,0,0,0,0,0,0,86.32930056110212,2.525662782856106,-0.523648442314993,0,0,0,0
2025-05-01,100035921331,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.89999999999999,7.105427357601002e-15,59.9,59.9,0,59.9,59.9,59.9,59.9,59.9,0,0,0,0,0,0,0,0,81.6101514477034,-1.65202790848241,0.3932403499918022,0,0,0,0
2025-05-01,100036378791,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,89.67142857142858,0.36140316116210564,89.1,89.9,0,89.1,89.9,89.9,89.9,89.9,0,0,0,0,0,0,0,0,86.70125041343462,-0.0703044108291005,0.0211349285127522,0,0,0,0
2025-05-01,100037338174,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.89999999999999,7.105427357601002e-15,59.9,59.9,0,59.9,59.9,59.9,59.9,59.9,0,0,0,0,0,0,0,0,60.26582016990967,0.0135488189994616,-0.337351462899673,0,0,0,0
2025-05-01,100037338184,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,27.300000000000004,3.552713678800501e-15,27.3,27.3,0,27.3,27.3,27.3,27.3,27.3,0,0,0,0,0,0,0,0,30.79470544189004,-1.5081840433876283,-0.2695488818805012,0,0,0,0
2025-05-01,100037438244,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,129.1185714285714,9.141241207643878,114.665,134.9,0,134.9,114.665,134.9,134.9,134.9,0,0,0,0,0,0,0,0,142.14911229486256,1.133288628024726,0.2151328455275765,0,0,0,0
2025-05-01,100039034588,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,61.191428571428574,5.8637662898550795,51.92000000000001,64.9,0,64.9,51.92000000000001,64.9,64.9,64.9,0,0,0,0,0,0,0,0,82.21746297500282,-4.551888373048126,-4.7474032399987385,0,0,0,0
2025-05-01,100039735595,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,100.1892857142857,6.029197073154833,88.315,103.9,0,103.9,103.9,103.9,103.9,103.9,0,0,0,0,0,0,0,0,134.94495463400736,-8.790824225937891,-1.2525497320679504,0,0,0,0
2025-05-01,100040684023,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,90.18571428571428,9.035079029052513,75.9,95.9,0,95.9,75.9,95.9,95.9,95.9,0,0,0,0,0,0,0,0,83.20477213382537,1.9187619166079108,-0.3721893937531957,0,0,0,0
2025-05-01,100041006407,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,79.89999999999999,1.4210854715202004e-14,79.9,79.9,0,79.9,79.9,79.9,79.9,79.9,0,0,0,0,0,0,0,0,90.17683380727328,23.131175125253343,-1.129245427470635,0,0,0,0
2025-05-01,100041192960,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,18.47714285714286,2.249734678234075,14.92,19.9,0,19.9,14.92,19.9,19.9,19.9,0,0,0,0,0,0,0,0,29.50678286468317,2.7387590647794524,0.3514302939946069,0,0,0,0
2025-05-01,100041650013,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,60.89999999999999,7.105427357601002e-15,60.9,60.9,0,60.9,60.9,60.9,60.9,60.9,0,0,0,0,0,0,0,0,61.658189953395066,1.1799292451060563,-0.7521939145104732,0,0,0,0
2025-05-01,100045910485,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,23.47142857142857,2.2587697572631282,19.9,24.9,0,24.9,19.9,24.9,24.9,24.9,0,0,0,0,0,0,0,0,47.83906211727775,2.8768766045539698,-1.242034146626317,0,0,0,0
2025-05-01,100048469601,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,17.7,2.055480479109447,14.45,19.0,0,19.0,14.45,19.0,19.0,19.0,0,0,0,0,0,0,0,0,48.97234737289347,-0.2190685588756762,-2.088123175079464,0,0,0,0
2025-05-01,100050983363,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,24.57680209698558,2.0921595843420673,21.26880733944954,25.9,0,25.9,21.26880733944954,25.9,25.9,25.9,0,0,0,0,0,0,0,0,37.990790313422686,-4.275724460361512,-0.0680386124522279,0,0,0,0
2025-05-01,10025765269372,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,59.0,0.0,59.0,59.0,0,59.0,59.0,59.0,59.0,59.0,0,0,0,0,0,0,0,0,68.15142392005198,-7.17354639912062,1.3910144059202991,0,0,0,0
2025-05-01,10037621290748,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,69.8,0.0,69.8,69.8,0,69.8,69.8,69.8,69.8,69.8,0,0,0,0,0,0,0,0,55.977041000822815,-0.7358291097265023,-0.4962568532739828,0,0,0,0
2025-05-01,10043211463452,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,190.79999999999998,2.842170943040401e-14,190.8,190.8,0,190.8,190.8,190.8,190.8,190.8,0,0,0,0,0,0,0,0,191.26032711967267,0.7266864186327794,-0.4187634578974881,0,0,0,0
2025-05-01,10056315631534,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,83.88,0.0,83.88,83.88,0,83.88,83.88,83.88,83.88,83.88,0,0,0,0,0,0,0,0,80.30614134513088,4.912810236926799,0.0132105775964382,0,0,0,0
2025-05-01,10061685991750,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,47.88,0.0,47.88,47.88,0,47.88,47.88,47.88,47.88,47.88,0,0,0,0,0,0,0,0,48.21728043798759,-0.13443462496086,0.1625543970008735,0,0,0,0
2025-05-01,10066546386346,2025,5,1,3,2,0,1,1,0,0,0,0,0,0,118.79999999999998,1.4210854715202004e-14,118.8,118.8,0,118.8,118.8,118.8,118.8,118.8,0,0,0,0,0,0,0,0,117.60295861032128,0.8845308403266401,0.3614984159634902,0,0,0,0
