sku_id,trend,yearly,weekly
206942,12.053595453245876,-0.03104388918134883,-0.015064343157004067
231023,16.75260394651624,-0.02239422100019399,0.018780295137633667
231028,22.373544245043252,1.0419090584668604,-0.21131647643636212
231035,17.984790200472588,-0.5408161626621539,-0.197993476144159
231478,34.97167038534779,0.5971783872106093,0.8252213355685627
290461,24.588695014110268,2.929033025976882,-0.16425681516208604
293418,63.30719634079396,1.4226624848444223,0.19068408227008404
362424,63.4490348754557,1.1311181349135586,0.1124826872504161
411164,15.541620791125506,-0.5259017763492512,0.18016623326412914
411166,13.709565384699255,0.703508122724021,-0.07757015674851765
528619,109.0414408061271,3.092641361416102,0.461341845665495
528625,108.47246641171749,3.7594737506457565,-0.2763741171938434
845278,6.1160442488868,0.01870823654559564,-0.04914023578523977
845321,15.726435190011623,0.006295968570212359,0.02990348450003255
845323,15.896536244765109,-0.6514122676280443,0.14559795976562662
879386,10.885130935930471,-0.08811058020354955,0.13281099726236306
879388,12.22828687978734,0.37382458267243873,-0.41791269780920287
909717,12.826696613400367,0.09757415423325032,-0.04589697079342342
909718,12.905609153969483,0.004938714713876111,-0.02868334713225493
1032832,11.864342133312038,0.2659929525855964,0.1293845587632323
1032833,29.597927552761213,-0.7595185805109775,-0.09367026866723467
1032834,33.6184790183703,0.5380669621695572,0.23610786596131467
1032854,22.014939605495197,-0.5052462212644627,-0.1255033762635291
1038234,24.71441239946635,-0.20671665999190553,-0.17696168403659557
1039780,20.475404735271574,-1.885077942777853,-0.5336454306920954
1039867,77.6419089451216,-1.4447812567276224,-0.13440704559646793
1039868,78.09338312591804,-2.081375186757153,0.02519143552166736
1071847,13.040169026587717,-0.3358516613053241,-0.01566349551345076
1184675,46.2315065642378,0.34945915945774547,0.053940620056529
1184678,39.735655924705064,2.1973283801024714,-1.2270673402960581
1184681,37.62310649102632,-0.9088191548439924,-1.3169977920031986
1280273,10.17066349228125,-0.158845333030094,-0.10841422189693797
1529386,9.16740979249106,-0.2371372654044006,-0.02276179193273348
1540110,10.969190620734844,-0.019941894582702787,0.018615036767431627
1540172,9.121454763384158,-0.1526460667573916,-0.0958454668442496
1742027,82.10836042163274,0.06539208504565376,-0.1617865099627639
2461038,25.113372159309673,-0.09591372658398437,-1.8699556200017449
2461301,28.70809017871013,1.6787693745448045,-0.24803058751779622
2646498,136.70622537906374,2.534030302168395,0.9740575776194653
2795972,118.1332169876673,-0.027481746543900475,-0.9277345742105829
3334330,24.624480998592986,-0.37167245754920136,-0.18902539897511456
3674837,29.913671048765284,-1.6806684175067628,0.06075950588493877
3674839,44.22327031788151,3.485071560767521,-0.34124094898579427
3895219,52.90424635368129,6.945926537029348,-0.5112733744064659
3907301,63.15037677898272,-0.8835099169319547,0.913714350876989
3919595,80.58109908219947,5.668718019982154,-1.5077215194622595
4131809,9.828543215975213,0.22376273307207845,0.02247422913447739
4486428,67.77210925667394,2.0657968122844954,-1.2186934629988078
4486444,64.5075418576977,-3.3096416750954463,0.4759646889041377
4486466,66.48425313719898,2.8307092174014326,-1.0215455947503767
4486478,16.905273522832893,-0.05741134731886063,0.09118093070805554
4510086,73.67598635347639,-2.6297123050162816,-1.3159975669483595
4535404,78.85717980967192,6.294876056263187,-0.7470717210018883
4713934,85.49102418371038,-3.8569483388728334,0.3491123903978173
