sku_id,dt,price_change,lightgbm_pred,prophet_pred,final_pred
206942,2025-01-11,2.7366666666666664,0.2607891372975901,1,0.6303945686487951
206942,2025-01-12,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-02-09,3.393333333333331,0.2607891372975901,1,0.6303945686487951
206942,2025-02-10,0.0100000000000015,0.2607891372975901,1,0.6303945686487951
206942,2025-02-12,2.7366666666666664,0.2607891372975901,1,0.6303945686487951
206942,2025-02-13,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-02-19,2.7366666666666664,0.2607891372975901,1,0.6303945686487951
206942,2025-02-20,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-02-26,2.746666666666668,0.2607891372975901,1,0.6303945686487951
206942,2025-02-27,-2.7366666666666664,0.20850871470475144,1,0.6042543573523758
206942,2025-02-28,2.7366666666666664,0.2607891372975901,1,0.6303945686487951
206942,2025-03-01,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-03-05,2.379999999999999,0.2607891372975901,1,0.6303945686487951
206942,2025-03-06,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-03-08,2.7133333333333347,0.2607891372975901,1,0.6303945686487951
206942,2025-03-09,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-03-29,2.7133333333333347,0.2607891372975901,1,0.6303945686487951
206942,2025-03-30,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-04-22,2.4700000000000006,0.2607891372975901,1,0.6303945686487951
206942,2025-04-23,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-04-26,2.7133333333333347,0.2607891372975901,1,0.6303945686487951
206942,2025-04-27,0.0,0.20850871470475144,1,0.6042543573523758
206942,2025-04-30,2.379999999999999,0.2607891372975901,1,0.6303945686487951
231023,2025-01-09,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231023,2025-01-10,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-01-23,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231023,2025-01-24,-0.3999999999999986,0.20850871470475144,1,0.6042543573523758
231023,2025-02-10,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231023,2025-02-11,-3.717999999999998,0.20850871470475144,1,0.6042543573523758
231023,2025-02-12,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231023,2025-02-13,-3.717999999999998,0.20850871470475144,1,0.6042543573523758
231023,2025-02-14,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231023,2025-02-15,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-02-19,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231023,2025-02-20,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-02-26,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231023,2025-02-27,-0.3999999999999986,0.20850871470475144,1,0.6042543573523758
231023,2025-03-05,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231023,2025-03-06,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-03-08,3.356666666666668,0.2607891372975901,1,0.6303945686487951
231023,2025-03-09,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-03-22,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231023,2025-03-23,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-04-02,4.563000000000001,0.2607891372975901,1,0.6303945686487951
231023,2025-04-03,0.0,0.20850871470475144,1,0.6042543573523758
231023,2025-04-08,4.563000000000001,0.2607891372975901,1,0.6303945686487951
231023,2025-04-09,-0.3999999999999986,0.20850871470475144,1,0.6042543573523758
231028,2025-01-10,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-01-11,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-01-24,2.289999999999999,0.2607891372975901,1,0.6303945686487951
231028,2025-01-25,0.0999999999999978,0.2607891372975901,1,0.6303945686487951
231028,2025-02-07,4.745759999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-02-08,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-02-12,2.27,0.2607891372975901,1,0.6303945686487951
231028,2025-02-13,-2.27,0.20850871470475144,1,0.6042543573523758
231028,2025-02-14,-1.610000000000003,0.20850871470475144,1,0.6042543573523758
231028,2025-02-15,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-02-19,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-02-20,-0.0999999999999978,0.20850871470475144,1,0.6042543573523758
231028,2025-02-26,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-02-27,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-03-05,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-03-06,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-03-08,4.67484,0.2607891372975901,1,0.6303945686487951
231028,2025-03-09,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-03-22,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-03-23,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-04-02,2.389999999999997,0.2607891372975901,1,0.6303945686487951
231028,2025-04-03,0.0,0.20850871470475144,1,0.6042543573523758
231028,2025-04-08,5.257999999999999,0.2607891372975901,1,0.6303945686487951
231028,2025-04-09,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-01-08,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-01-09,-0.3999999999999986,0.20850871470475144,1,0.6042543573523758
231035,2025-01-24,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-01-25,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-02-09,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-02-10,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-02-12,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-02-13,-3.717999999999998,0.20850871470475144,1,0.6042543573523758
231035,2025-02-14,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-02-15,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-02-19,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-02-20,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-02-26,3.717999999999998,0.2607891372975901,1,0.6303945686487951
231035,2025-02-27,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-03-05,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231035,2025-03-06,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-03-08,3.356666666666668,0.2607891372975901,1,0.6303945686487951
231035,2025-03-09,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-03-22,1.6899999999999975,0.2607891372975901,1,0.6303945686487951
231035,2025-03-23,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-04-02,4.563000000000001,0.2607891372975901,1,0.6303945686487951
231035,2025-04-03,0.0,0.20850871470475144,1,0.6042543573523758
231035,2025-04-08,4.563000000000001,0.2607891372975901,1,0.6303945686487951
231035,2025-04-09,0.0,0.20850871470475144,1,0.6042543573523758
231478,2025-01-11,5.535,0.2607891372975901,1,0.6303945686487951
231478,2025-01-12,0.0,0.20850871470475144,1,0.6042543573523758
231478,2025-03-08,11.5275,0.2607891372975901,1,0.6303945686487951
231478,2025-03-09,0.0,0.20850871470475144,1,0.6042543573523758
231478,2025-03-22,0.0,0.20850871470475144,1,0.6042543573523758
231478,2025-03-23,0.0,0.20850871470475144,1,0.6042543573523758
231478,2025-04-02,5.535,0.2607891372975901,1,0.6303945686487951
231478,2025-04-03,0.0,0.20850871470475144,1,0.6042543573523758
