sku_id,date,prob,是否采样
231023,2025-05-01,0.9713002139159788,是
231023,2025-05-02,0.9701820556433874,是
231023,2025-05-03,0.9701820556433874,是
231023,2025-05-04,0.9701820556433874,是
231023,2025-05-05,0.9670184268196474,是
231023,2025-05-06,0.9704349984888564,是
231023,2025-05-07,0.9701820556433874,是
293418,2025-05-01,0.9713002139159788,是
293418,2025-05-02,0.9701820556433874,是
293418,2025-05-03,0.9701820556433874,是
293418,2025-05-04,0.9701820556433874,是
293418,2025-05-05,0.9670184268196474,是
293418,2025-05-06,0.9704349984888564,是
293418,2025-05-07,0.9701820556433874,是
1280273,2025-05-01,0.9713002139159788,是
1280273,2025-05-02,0.9701820556433874,是
1280273,2025-05-03,0.9701820556433874,是
1280273,2025-05-04,0.9701820556433874,是
1280273,2025-05-05,0.9670184268196474,是
1280273,2025-05-06,0.9704349984888564,是
1280273,2025-05-07,0.9701820556433874,是
100011423920,2025-05-01,0.9713002139159788,是
100011423920,2025-05-02,0.9701820556433874,是
100011423920,2025-05-03,0.9701820556433874,是
100011423920,2025-05-04,0.9701820556433874,是
100011423920,2025-05-05,0.9670184268196474,是
100011423920,2025-05-06,0.9704349984888564,是
100011423920,2025-05-07,0.9701820556433874,是
100030771718,2025-05-01,0.9713002139159788,是
100030771718,2025-05-02,0.9701820556433874,是
100030771718,2025-05-03,0.9701820556433874,是
100030771718,2025-05-04,0.9701820556433874,是
100030771718,2025-05-05,0.9670184268196474,是
100030771718,2025-05-06,0.9704349984888564,是
100030771718,2025-05-07,0.9701820556433874,是
10025765269372,2025-05-01,0.9713002139159788,是
10025765269372,2025-05-02,0.9701820556433874,是
10025765269372,2025-05-03,0.9701820556433874,是
10025765269372,2025-05-04,0.9701820556433874,是
10025765269372,2025-05-05,0.9670184268196474,是
10025765269372,2025-05-06,0.9704349984888564,是
10025765269372,2025-05-07,0.9701820556433874,是
10043211463452,2025-05-01,0.9713002139159788,是
10043211463452,2025-05-02,0.9701820556433874,是
10043211463452,2025-05-03,0.9701820556433874,是
10043211463452,2025-05-04,0.9701820556433874,是
10043211463452,2025-05-05,0.9670184268196474,是
10043211463452,2025-05-06,0.9704349984888564,是
10043211463452,2025-05-07,0.9701820556433874,是
231035,2025-05-01,0.9681791794709632,是
231035,2025-05-02,0.966817341547165,是
231035,2025-05-03,0.966817341547165,是
231035,2025-05-04,0.966817341547165,是
231035,2025-05-05,0.9665795710275452,是
231035,2025-05-06,0.9670978589747894,是
231035,2025-05-07,0.966817341547165,是
845323,2025-05-01,0.9713002139159788,是
845323,2025-05-02,0.9701820556433874,是
845323,2025-05-03,0.9701820556433874,是
845323,2025-05-04,0.9701820556433874,是
845323,2025-05-05,0.9670184268196474,是
